year,origin_region,origin,academic_type,students
2021/22,Caribbean,"Caribbean, Unspecified",Graduate,0
2021/22,Caribbean,"Caribbean, Unspecified",Non-Degree,0
2021/22,Caribbean,"Caribbean, Unspecified",OPT,0
2021/22,Caribbean,"Caribbean, Unspecified",Undergraduate,3
2021/22,Caribbean,Cayman Islands,Graduate,17
2021/22,Caribbean,Cayman Islands,Non-Degree,0
2021/22,Caribbean,Cayman Islands,OPT,6
2021/22,Caribbean,Cayman Islands,Undergraduate,88
2021/22,Caribbean,Cuba,Graduate,59
2021/22,Caribbean,Cuba,Non-Degree,9
2021/22,Caribbean,Cuba,OPT,5
2021/22,Caribbean,Cuba,Undergraduate,41
2021/22,Caribbean,Curacao,Graduate,12
2021/22,Caribbean,Curacao,Non-Degree,1
2021/22,Caribbean,Curacao,OPT,8
2021/22,Caribbean,Curacao,Undergraduate,55
2021/22,Caribbean,Dominica,Graduate,96
2021/22,Caribbean,Dominica,Non-Degree,2
2021/22,Caribbean,Dominica,OPT,91
2021/22,Caribbean,Dominica,Undergraduate,325
2021/22,Caribbean,Dominican Republic,Graduate,298
2021/22,Caribbean,Dominican Republic,Non-Degree,58
2021/22,Caribbean,Dominican Republic,OPT,150
2021/22,Caribbean,Dominican Republic,Undergraduate,794
2021/22,Caribbean,Grenada,Graduate,37
2021/22,Caribbean,Grenada,Non-Degree,3
2021/22,Caribbean,Grenada,OPT,21
2021/22,Caribbean,Grenada,Undergraduate,57
2021/22,Caribbean,Guadeloupe,Graduate,1
2021/22,Caribbean,Guadeloupe,Non-Degree,0
2021/22,Caribbean,Guadeloupe,OPT,0
2021/22,Caribbean,Guadeloupe,Undergraduate,1
2021/22,Caribbean,Haiti,Graduate,231
2021/22,Caribbean,Haiti,Non-Degree,74
2021/22,Caribbean,Haiti,OPT,75
2021/22,Caribbean,Haiti,Undergraduate,635
2021/22,Caribbean,Jamaica,Graduate,688
2021/22,Caribbean,Jamaica,Non-Degree,52
2021/22,Caribbean,Jamaica,OPT,375
2021/22,Caribbean,Jamaica,Undergraduate,1536
2021/22,Caribbean,Martinique,Graduate,1
2021/22,Caribbean,Martinique,Non-Degree,1
2021/22,Caribbean,Martinique,OPT,0
2021/22,Caribbean,Martinique,Undergraduate,2
2021/22,Caribbean,Montserrat,Graduate,0
2021/22,Caribbean,Montserrat,Non-Degree,0
2021/22,Caribbean,Montserrat,OPT,1
2021/22,Caribbean,Montserrat,Undergraduate,2
2021/22,Caribbean,Sint Maarten,Graduate,4
2021/22,Caribbean,Sint Maarten,Non-Degree,0
2021/22,Caribbean,Sint Maarten,OPT,11
2021/22,Caribbean,Sint Maarten,Undergraduate,73
2021/22,Caribbean,St. Kitts and Nevis,Graduate,42
2021/22,Caribbean,St. Kitts and Nevis,Non-Degree,1
2021/22,Caribbean,St. Kitts and Nevis,OPT,26
2021/22,Caribbean,St. Kitts and Nevis,Undergraduate,115
2021/22,Caribbean,St. Lucia,Graduate,50
2021/22,Caribbean,St. Lucia,Non-Degree,0
2021/22,Caribbean,St. Lucia,OPT,25
2021/22,Caribbean,St. Lucia,Undergraduate,89
2021/22,Caribbean,St. Vincent and the Grenadines,Graduate,20
2021/22,Caribbean,St. Vincent and the Grenadines,Non-Degree,0
2021/22,Caribbean,St. Vincent and the Grenadines,OPT,13
2021/22,Caribbean,St. Vincent and the Grenadines,Undergraduate,41
2021/22,Caribbean,Trinidad and Tobago,Graduate,322
2021/22,Caribbean,Trinidad and Tobago,Non-Degree,13
2021/22,Caribbean,Trinidad and Tobago,OPT,161
2021/22,Caribbean,Trinidad and Tobago,Undergraduate,664
2021/22,Caribbean,Turks and Caicos,Graduate,8
2021/22,Caribbean,Turks and Caicos,Non-Degree,0
2021/22,Caribbean,Turks and Caicos,OPT,6
2021/22,Caribbean,Turks and Caicos,Undergraduate,26
2021/22,Central Africa,Cameroon,Graduate,320
2021/22,Central Africa,Cameroon,Non-Degree,32
2021/22,Central Africa,Cameroon,OPT,127
2021/22,Central Africa,Cameroon,Undergraduate,448
2021/22,Central Africa,"Central Africa, Unspecified",Graduate,0
2021/22,Central Africa,"Central Africa, Unspecified",Non-Degree,0
2021/22,Central Africa,"Central Africa, Unspecified",OPT,0
2021/22,Central Africa,"Central Africa, Unspecified",Undergraduate,0
2021/22,Central Africa,Central African Republic,Graduate,4
2021/22,Central Africa,Central African Republic,Non-Degree,1
2021/22,Central Africa,Central African Republic,OPT,0
2021/22,Central Africa,Central African Republic,Undergraduate,6
2021/22,Central Africa,Chad,Graduate,17
2021/22,Central Africa,Chad,Non-Degree,1
2021/22,Central Africa,Chad,OPT,7
2021/22,Central Africa,Chad,Undergraduate,36
2021/22,Central Africa,"Congo, Dem. Rep. of the (Kinshasa)",Graduate,212
2021/22,Central Africa,"Congo, Dem. Rep. of the (Kinshasa)",Non-Degree,149
2021/22,Central Africa,"Congo, Dem. Rep. of the (Kinshasa)",OPT,131
2021/22,Central Africa,"Congo, Dem. Rep. of the (Kinshasa)",Undergraduate,774
2021/22,Central Africa,"Congo, Republic of the (Brazzaville)",Graduate,45
2021/22,Central Africa,"Congo, Republic of the (Brazzaville)",Non-Degree,4
2021/22,Central Africa,"Congo, Republic of the (Brazzaville)",OPT,19
2021/22,Central Africa,"Congo, Republic of the (Brazzaville)",Undergraduate,122
2021/22,Central Africa,Equatorial Guinea,Graduate,13
2021/22,Central Africa,Equatorial Guinea,Non-Degree,21
2021/22,Central Africa,Equatorial Guinea,OPT,15
2021/22,Central Africa,Equatorial Guinea,Undergraduate,137
2021/22,Central Africa,Gabon,Graduate,39
2021/22,Central Africa,Gabon,Non-Degree,7
2021/22,Central Africa,Gabon,OPT,30
2021/22,Central Africa,Gabon,Undergraduate,153
2021/22,Central Africa,São Tomé and Príncipe,Graduate,0
2021/22,Central Africa,São Tomé and Príncipe,Non-Degree,0
2021/22,Central Africa,São Tomé and Príncipe,OPT,0
2021/22,Central Africa,São Tomé and Príncipe,Undergraduate,1
2021/22,East Africa,Burundi,Graduate,30
2021/22,East Africa,Burundi,Non-Degree,6
2021/22,East Africa,Burundi,OPT,17
2021/22,East Africa,Burundi,Undergraduate,104
2021/22,East Africa,Djibouti,Graduate,4
2021/22,East Africa,Djibouti,Non-Degree,1
2021/22,East Africa,Djibouti,OPT,0
2021/22,East Africa,Djibouti,Undergraduate,1
2021/22,East Africa,"East Africa, Unspecified",Graduate,0
2021/22,East Africa,"East Africa, Unspecified",Non-Degree,0
2021/22,East Africa,"East Africa, Unspecified",OPT,0
2021/22,East Africa,"East Africa, Unspecified",Undergraduate,0
2021/22,East Africa,Eritrea,Graduate,43
2021/22,East Africa,Eritrea,Non-Degree,3
2021/22,East Africa,Eritrea,OPT,1
2021/22,East Africa,Eritrea,Undergraduate,30
2021/22,East Africa,Ethiopia,Graduate,609
2021/22,East Africa,Ethiopia,Non-Degree,60
2021/22,East Africa,Ethiopia,OPT,306
2021/22,East Africa,Ethiopia,Undergraduate,1705
2021/22,East Africa,Kenya,Graduate,1202
2021/22,East Africa,Kenya,Non-Degree,60
2021/22,East Africa,Kenya,OPT,583
2021/22,East Africa,Kenya,Undergraduate,1954
2021/22,East Africa,Rwanda,Graduate,281
2021/22,East Africa,Rwanda,Non-Degree,13
2021/22,East Africa,Rwanda,OPT,238
2021/22,East Africa,Rwanda,Undergraduate,694
2021/22,East Africa,Seychelles,Graduate,2
2021/22,East Africa,Seychelles,Non-Degree,0
2021/22,East Africa,Seychelles,OPT,2
2021/22,East Africa,Seychelles,Undergraduate,2
2021/22,East Africa,Somalia,Graduate,24
2021/22,East Africa,Somalia,Non-Degree,3
2021/22,East Africa,Somalia,OPT,10
2021/22,East Africa,Somalia,Undergraduate,55
2021/22,East Africa,South Sudan,Graduate,18
2021/22,East Africa,South Sudan,Non-Degree,6
2021/22,East Africa,South Sudan,OPT,10
2021/22,East Africa,South Sudan,Undergraduate,66
2021/22,East Africa,Sudan,Graduate,174
2021/22,East Africa,Sudan,Non-Degree,21
2021/22,East Africa,Sudan,OPT,63
2021/22,East Africa,Sudan,Undergraduate,102
2021/22,East Africa,Tanzania,Graduate,238
2021/22,East Africa,Tanzania,Non-Degree,27
2021/22,East Africa,Tanzania,OPT,103
2021/22,East Africa,Tanzania,Undergraduate,381
2021/22,East Africa,Uganda,Graduate,420
2021/22,East Africa,Uganda,Non-Degree,18
2021/22,East Africa,Uganda,OPT,145
2021/22,East Africa,Uganda,Undergraduate,322
2021/22,East Asia,China,Graduate,123182
2021/22,East Asia,China,Non-Degree,6213
2021/22,East Asia,China,OPT,51199
2021/22,East Asia,China,Undergraduate,109492
2021/22,East Asia,"East Asia, Unspecified",Graduate,0
2021/22,East Asia,"East Asia, Unspecified",Non-Degree,0
2021/22,East Asia,"East Asia, Unspecified",OPT,0
2021/22,East Asia,"East Asia, Unspecified",Undergraduate,0
2021/22,East Asia,Hong Kong,Graduate,1522
2021/22,East Asia,Hong Kong,Non-Degree,149
2021/22,East Asia,Hong Kong,OPT,884
2021/22,East Asia,Hong Kong,Undergraduate,3293
2021/22,East Asia,Japan,Graduate,3290
2021/22,East Asia,Japan,Non-Degree,2017
2021/22,East Asia,Japan,OPT,1134
2021/22,East Asia,Japan,Undergraduate,7008
2021/22,East Asia,Macau,Graduate,103
2021/22,East Asia,Macau,Non-Degree,2
2021/22,East Asia,Macau,OPT,53
2021/22,East Asia,Macau,Undergraduate,236
2021/22,East Asia,Mongolia,Graduate,276
2021/22,East Asia,Mongolia,Non-Degree,74
2021/22,East Asia,Mongolia,OPT,190
2021/22,East Asia,Mongolia,Undergraduate,815
2021/22,East Asia,North Korea,Graduate,2
2021/22,East Asia,North Korea,Non-Degree,0
2021/22,East Asia,North Korea,OPT,0
2021/22,East Asia,North Korea,Undergraduate,2
2021/22,East Asia,South Korea,Graduate,14915
2021/22,East Asia,South Korea,Non-Degree,1555
2021/22,East Asia,South Korea,OPT,6023
2021/22,East Asia,South Korea,Undergraduate,18262
2021/22,East Asia,Taiwan,Graduate,9008
2021/22,East Asia,Taiwan,Non-Degree,613
2021/22,East Asia,Taiwan,OPT,4773
2021/22,East Asia,Taiwan,Undergraduate,6093
2021/22,Europe,Albania,Graduate,258
2021/22,Europe,Albania,Non-Degree,25
2021/22,Europe,Albania,OPT,127
2021/22,Europe,Albania,Undergraduate,616
2021/22,Europe,Andorra,Graduate,3
2021/22,Europe,Andorra,Non-Degree,1
2021/22,Europe,Andorra,OPT,1
2021/22,Europe,Andorra,Undergraduate,13
2021/22,Europe,Armenia,Graduate,151
2021/22,Europe,Armenia,Non-Degree,17
2021/22,Europe,Armenia,OPT,57
2021/22,Europe,Armenia,Undergraduate,141
2021/22,Europe,Austria,Graduate,312
2021/22,Europe,Austria,Non-Degree,210
2021/22,Europe,Austria,OPT,93
2021/22,Europe,Austria,Undergraduate,362
2021/22,Europe,Azerbaijan,Graduate,305
2021/22,Europe,Azerbaijan,Non-Degree,39
2021/22,Europe,Azerbaijan,OPT,90
2021/22,Europe,Azerbaijan,Undergraduate,294
2021/22,Europe,Belarus,Graduate,112
2021/22,Europe,Belarus,Non-Degree,12
2021/22,Europe,Belarus,OPT,48
2021/22,Europe,Belarus,Undergraduate,185
2021/22,Europe,Belgium,Graduate,314
2021/22,Europe,Belgium,Non-Degree,162
2021/22,Europe,Belgium,OPT,125
2021/22,Europe,Belgium,Undergraduate,387
2021/22,Europe,Bosnia and Herzegovina,Graduate,65
2021/22,Europe,Bosnia and Herzegovina,Non-Degree,2
2021/22,Europe,Bosnia and Herzegovina,OPT,32
2021/22,Europe,Bosnia and Herzegovina,Undergraduate,158
2021/22,Europe,Bulgaria,Graduate,142
2021/22,Europe,Bulgaria,Non-Degree,9
2021/22,Europe,Bulgaria,OPT,111
2021/22,Europe,Bulgaria,Undergraduate,270
2021/22,Europe,Croatia,Graduate,142
2021/22,Europe,Croatia,Non-Degree,6
2021/22,Europe,Croatia,OPT,41
2021/22,Europe,Croatia,Undergraduate,203
2021/22,Europe,Cyprus,Graduate,136
2021/22,Europe,Cyprus,Non-Degree,17
2021/22,Europe,Cyprus,OPT,79
2021/22,Europe,Cyprus,Undergraduate,181
2021/22,Europe,Czechia/Czech Republic,Graduate,158
2021/22,Europe,Czechia/Czech Republic,Non-Degree,90
2021/22,Europe,Czechia/Czech Republic,OPT,80
2021/22,Europe,Czechia/Czech Republic,Undergraduate,404
2021/22,Europe,Denmark,Graduate,189
2021/22,Europe,Denmark,Non-Degree,390
2021/22,Europe,Denmark,OPT,51
2021/22,Europe,Denmark,Undergraduate,461
2021/22,Europe,Estonia,Graduate,45
2021/22,Europe,Estonia,Non-Degree,9
2021/22,Europe,Estonia,OPT,17
2021/22,Europe,Estonia,Undergraduate,107
2021/22,Europe,"Europe, Unspecified",Graduate,0
2021/22,Europe,"Europe, Unspecified",Non-Degree,0
2021/22,Europe,"Europe, Unspecified",OPT,0
2021/22,Europe,"Europe, Unspecified",Undergraduate,4
2021/22,Europe,Finland,Graduate,107
2021/22,Europe,Finland,Non-Degree,34
2021/22,Europe,Finland,OPT,46
2021/22,Europe,Finland,Undergraduate,293
2021/22,Europe,France,Graduate,2288
2021/22,Europe,France,Non-Degree,1817
2021/22,Europe,France,OPT,1175
2021/22,Europe,France,Undergraduate,2471
2021/22,Europe,Georgia,Graduate,213
2021/22,Europe,Georgia,Non-Degree,17
2021/22,Europe,Georgia,OPT,79
2021/22,Europe,Georgia,Undergraduate,353
2021/22,Europe,Germany,Graduate,2563
2021/22,Europe,Germany,Non-Degree,2464
2021/22,Europe,Germany,OPT,684
2021/22,Europe,Germany,Undergraduate,2839
2021/22,Europe,Gibraltar,Graduate,0
2021/22,Europe,Gibraltar,Non-Degree,0
2021/22,Europe,Gibraltar,OPT,9
2021/22,Europe,Gibraltar,Undergraduate,3
2021/22,Europe,Greece,Graduate,1121
2021/22,Europe,Greece,Non-Degree,63
2021/22,Europe,Greece,OPT,462
2021/22,Europe,Greece,Undergraduate,761
2021/22,Europe,Holy See,Graduate,2
2021/22,Europe,Holy See,Non-Degree,0
2021/22,Europe,Holy See,OPT,0
2021/22,Europe,Holy See,Undergraduate,0
2021/22,Europe,Hungary,Graduate,223
2021/22,Europe,Hungary,Non-Degree,38
2021/22,Europe,Hungary,OPT,96
2021/22,Europe,Hungary,Undergraduate,348
2021/22,Europe,Iceland,Graduate,104
2021/22,Europe,Iceland,Non-Degree,13
2021/22,Europe,Iceland,OPT,55
2021/22,Europe,Iceland,Undergraduate,239
2021/22,Europe,Ireland,Graduate,352
2021/22,Europe,Ireland,Non-Degree,251
2021/22,Europe,Ireland,OPT,122
2021/22,Europe,Ireland,Undergraduate,570
2021/22,Europe,Italy,Graduate,2382
2021/22,Europe,Italy,Non-Degree,436
2021/22,Europe,Italy,OPT,839
2021/22,Europe,Italy,Undergraduate,2038
2021/22,Europe,Kosovo,Graduate,59
2021/22,Europe,Kosovo,Non-Degree,6
2021/22,Europe,Kosovo,OPT,19
2021/22,Europe,Kosovo,Undergraduate,73
2021/22,Europe,Latvia,Graduate,62
2021/22,Europe,Latvia,Non-Degree,56
2021/22,Europe,Latvia,OPT,33
2021/22,Europe,Latvia,Undergraduate,140
2021/22,Europe,Liechtenstein,Graduate,0
2021/22,Europe,Liechtenstein,Non-Degree,2
2021/22,Europe,Liechtenstein,OPT,0
2021/22,Europe,Liechtenstein,Undergraduate,5
2021/22,Europe,Lithuania,Graduate,83
2021/22,Europe,Lithuania,Non-Degree,11
2021/22,Europe,Lithuania,OPT,41
2021/22,Europe,Lithuania,Undergraduate,179
2021/22,Europe,Luxembourg,Graduate,29
2021/22,Europe,Luxembourg,Non-Degree,13
2021/22,Europe,Luxembourg,OPT,13
2021/22,Europe,Luxembourg,Undergraduate,34
2021/22,Europe,Malta,Graduate,16
2021/22,Europe,Malta,Non-Degree,2
2021/22,Europe,Malta,OPT,7
2021/22,Europe,Malta,Undergraduate,37
2021/22,Europe,Moldova,Graduate,41
2021/22,Europe,Moldova,Non-Degree,2
2021/22,Europe,Moldova,OPT,29
2021/22,Europe,Moldova,Undergraduate,75
2021/22,Europe,Monaco,Graduate,2
2021/22,Europe,Monaco,Non-Degree,3
2021/22,Europe,Monaco,OPT,3
2021/22,Europe,Monaco,Undergraduate,11
2021/22,Europe,Montenegro,Graduate,28
2021/22,Europe,Montenegro,Non-Degree,3
2021/22,Europe,Montenegro,OPT,9
2021/22,Europe,Montenegro,Undergraduate,81
2021/22,Europe,Netherlands,Graduate,566
2021/22,Europe,Netherlands,Non-Degree,378
2021/22,Europe,Netherlands,OPT,185
2021/22,Europe,Netherlands,Undergraduate,1043
2021/22,Europe,North Macedonia,Graduate,83
2021/22,Europe,North Macedonia,Non-Degree,2
2021/22,Europe,North Macedonia,OPT,31
2021/22,Europe,North Macedonia,Undergraduate,102
2021/22,Europe,Norway,Graduate,272
2021/22,Europe,Norway,Non-Degree,250
2021/22,Europe,Norway,OPT,134
2021/22,Europe,Norway,Undergraduate,977
2021/22,Europe,Poland,Graduate,477
2021/22,Europe,Poland,Non-Degree,122
2021/22,Europe,Poland,OPT,174
2021/22,Europe,Poland,Undergraduate,685
2021/22,Europe,Portugal,Graduate,311
2021/22,Europe,Portugal,Non-Degree,106
2021/22,Europe,Portugal,OPT,136
2021/22,Europe,Portugal,Undergraduate,477
2021/22,Europe,Romania,Graduate,288
2021/22,Europe,Romania,Non-Degree,32
2021/22,Europe,Romania,OPT,144
2021/22,Europe,Romania,Undergraduate,408
2021/22,Europe,Russia,Graduate,1714
2021/22,Europe,Russia,Non-Degree,315
2021/22,Europe,Russia,OPT,771
2021/22,Europe,Russia,Undergraduate,2002
2021/22,Europe,San Marino,Graduate,1
2021/22,Europe,San Marino,Non-Degree,0
2021/22,Europe,San Marino,OPT,0
2021/22,Europe,San Marino,Undergraduate,2
2021/22,Europe,Serbia,Graduate,300
2021/22,Europe,Serbia,Non-Degree,6
2021/22,Europe,Serbia,OPT,123
2021/22,Europe,Serbia,Undergraduate,469
2021/22,Europe,Slovakia,Graduate,60
2021/22,Europe,Slovakia,Non-Degree,18
2021/22,Europe,Slovakia,OPT,40
2021/22,Europe,Slovakia,Undergraduate,187
2021/22,Europe,Slovenia,Graduate,67
2021/22,Europe,Slovenia,Non-Degree,11
2021/22,Europe,Slovenia,OPT,25
2021/22,Europe,Slovenia,Undergraduate,98
2021/22,Europe,Spain,Graduate,2156
2021/22,Europe,Spain,Non-Degree,1691
2021/22,Europe,Spain,OPT,979
2021/22,Europe,Spain,Undergraduate,3339
2021/22,Europe,Sweden,Graduate,278
2021/22,Europe,Sweden,Non-Degree,256
2021/22,Europe,Sweden,OPT,312
2021/22,Europe,Sweden,Undergraduate,1506
2021/22,Europe,Switzerland,Graduate,378
2021/22,Europe,Switzerland,Non-Degree,220
2021/22,Europe,Switzerland,OPT,159
2021/22,Europe,Switzerland,Undergraduate,544
2021/22,Europe,Turkey,Graduate,3937
2021/22,Europe,Turkey,Non-Degree,247
2021/22,Europe,Turkey,OPT,1417
2021/22,Europe,Turkey,Undergraduate,2866
2021/22,Europe,Ukraine,Graduate,556
2021/22,Europe,Ukraine,Non-Degree,115
2021/22,Europe,Ukraine,OPT,245
2021/22,Europe,Ukraine,Undergraduate,919
2021/22,Europe,United Kingdom,Graduate,2799
2021/22,Europe,United Kingdom,Non-Degree,1405
2021/22,Europe,United Kingdom,OPT,1223
2021/22,Europe,United Kingdom,Undergraduate,4865
2021/22,Mexico and Central America,Belize,Graduate,112
2021/22,Mexico and Central America,Belize,Non-Degree,6
2021/22,Mexico and Central America,Belize,OPT,61
2021/22,Mexico and Central America,Belize,Undergraduate,209
2021/22,Mexico and Central America,Costa Rica,Graduate,447
2021/22,Mexico and Central America,Costa Rica,Non-Degree,40
2021/22,Mexico and Central America,Costa Rica,OPT,217
2021/22,Mexico and Central America,Costa Rica,Undergraduate,611
2021/22,Mexico and Central America,El Salvador,Graduate,239
2021/22,Mexico and Central America,El Salvador,Non-Degree,42
2021/22,Mexico and Central America,El Salvador,OPT,137
2021/22,Mexico and Central America,El Salvador,Undergraduate,1027
2021/22,Mexico and Central America,Guatemala,Graduate,296
2021/22,Mexico and Central America,Guatemala,Non-Degree,36
2021/22,Mexico and Central America,Guatemala,OPT,178
2021/22,Mexico and Central America,Guatemala,Undergraduate,718
2021/22,Mexico and Central America,Honduras,Graduate,501
2021/22,Mexico and Central America,Honduras,Non-Degree,65
2021/22,Mexico and Central America,Honduras,OPT,297
2021/22,Mexico and Central America,Honduras,Undergraduate,1323
2021/22,Mexico and Central America,Mexico,Graduate,4412
2021/22,Mexico and Central America,Mexico,Non-Degree,651
2021/22,Mexico and Central America,Mexico,OPT,1699
2021/22,Mexico and Central America,Mexico,Undergraduate,7738
2021/22,Mexico and Central America,Nicaragua,Graduate,136
2021/22,Mexico and Central America,Nicaragua,Non-Degree,17
2021/22,Mexico and Central America,Nicaragua,OPT,72
2021/22,Mexico and Central America,Nicaragua,Undergraduate,328
2021/22,Mexico and Central America,Panama,Graduate,299
2021/22,Mexico and Central America,Panama,Non-Degree,88
2021/22,Mexico and Central America,Panama,OPT,229
2021/22,Mexico and Central America,Panama,Undergraduate,1294
2021/22,Middle East,Bahrain,Graduate,99
2021/22,Middle East,Bahrain,Non-Degree,15
2021/22,Middle East,Bahrain,OPT,42
2021/22,Middle East,Bahrain,Undergraduate,231
2021/22,Middle East,Iran,Graduate,7025
2021/22,Middle East,Iran,Non-Degree,63
2021/22,Middle East,Iran,OPT,1807
2021/22,Middle East,Iran,Undergraduate,400
2021/22,Middle East,Iraq,Graduate,367
2021/22,Middle East,Iraq,Non-Degree,13
2021/22,Middle East,Iraq,OPT,73
2021/22,Middle East,Iraq,Undergraduate,144
2021/22,Middle East,Israel,Graduate,896
2021/22,Middle East,Israel,Non-Degree,133
2021/22,Middle East,Israel,OPT,303
2021/22,Middle East,Israel,Undergraduate,695
2021/22,Middle East,Jordan,Graduate,1151
2021/22,Middle East,Jordan,Non-Degree,97
2021/22,Middle East,Jordan,OPT,343
2021/22,Middle East,Jordan,Undergraduate,835
2021/22,Middle East,Kuwait,Graduate,956
2021/22,Middle East,Kuwait,Non-Degree,705
2021/22,Middle East,Kuwait,OPT,225
2021/22,Middle East,Kuwait,Undergraduate,4037
2021/22,Middle East,Lebanon,Graduate,1006
2021/22,Middle East,Lebanon,Non-Degree,73
2021/22,Middle East,Lebanon,OPT,374
2021/22,Middle East,Lebanon,Undergraduate,505
2021/22,Middle East,"Middle East, Unspecified",Graduate,0
2021/22,Middle East,"Middle East, Unspecified",Non-Degree,0
2021/22,Middle East,"Middle East, Unspecified",OPT,0
2021/22,Middle East,"Middle East, Unspecified",Undergraduate,0
2021/22,Middle East,Oman,Graduate,130
2021/22,Middle East,Oman,Non-Degree,132
2021/22,Middle East,Oman,OPT,158
2021/22,Middle East,Oman,Undergraduate,1782
2021/22,Middle East,Palestinian Territories,Graduate,247
2021/22,Middle East,Palestinian Territories,Non-Degree,19
2021/22,Middle East,Palestinian Territories,OPT,51
2021/22,Middle East,Palestinian Territories,Undergraduate,168
2021/22,Middle East,Qatar,Graduate,79
2021/22,Middle East,Qatar,Non-Degree,17
2021/22,Middle East,Qatar,OPT,10
2021/22,Middle East,Qatar,Undergraduate,394
2021/22,Middle East,Saudi Arabia,Graduate,6717
2021/22,Middle East,Saudi Arabia,Non-Degree,1244
2021/22,Middle East,Saudi Arabia,OPT,1596
2021/22,Middle East,Saudi Arabia,Undergraduate,8649
2021/22,Middle East,Syria,Graduate,163
2021/22,Middle East,Syria,Non-Degree,11
2021/22,Middle East,Syria,OPT,62
2021/22,Middle East,Syria,Undergraduate,149
2021/22,Middle East,United Arab Emirates,Graduate,248
2021/22,Middle East,United Arab Emirates,Non-Degree,34
2021/22,Middle East,United Arab Emirates,OPT,48
2021/22,Middle East,United Arab Emirates,Undergraduate,1288
2021/22,Middle East,Yemen,Graduate,134
2021/22,Middle East,Yemen,Non-Degree,28
2021/22,Middle East,Yemen,OPT,46
2021/22,Middle East,Yemen,Undergraduate,97
2021/22,North Africa,Algeria,Graduate,120
2021/22,North Africa,Algeria,Non-Degree,27
2021/22,North Africa,Algeria,OPT,34
2021/22,North Africa,Algeria,Undergraduate,87
2021/22,North Africa,Egypt,Graduate,1919
2021/22,North Africa,Egypt,Non-Degree,155
2021/22,North Africa,Egypt,OPT,576
2021/22,North Africa,Egypt,Undergraduate,1317
2021/22,North Africa,Libya,Graduate,244
2021/22,North Africa,Libya,Non-Degree,26
2021/22,North Africa,Libya,OPT,114
2021/22,North Africa,Libya,Undergraduate,88
2021/22,North Africa,Morocco,Graduate,452
2021/22,North Africa,Morocco,Non-Degree,135
2021/22,North Africa,Morocco,OPT,248
2021/22,North Africa,Morocco,Undergraduate,631
2021/22,North Africa,"North Africa, Unspecified",Graduate,0
2021/22,North Africa,"North Africa, Unspecified",Non-Degree,0
2021/22,North Africa,"North Africa, Unspecified",OPT,0
2021/22,North Africa,"North Africa, Unspecified",Undergraduate,0
2021/22,North Africa,Tunisia,Graduate,209
2021/22,North Africa,Tunisia,Non-Degree,53
2021/22,North Africa,Tunisia,OPT,123
2021/22,North Africa,Tunisia,Undergraduate,232
2021/22,North America,Canada,Graduate,10338
2021/22,North America,Canada,Non-Degree,472
2021/22,North America,Canada,OPT,3199
2021/22,North America,Canada,Undergraduate,13004
2021/22,Oceania,Australia,Graduate,1116
2021/22,Oceania,Australia,Non-Degree,138
2021/22,Oceania,Australia,OPT,483
2021/22,Oceania,Australia,Undergraduate,2155
2021/22,Oceania,Cook Islands,Graduate,2
2021/22,Oceania,Cook Islands,Non-Degree,0
2021/22,Oceania,Cook Islands,OPT,1
2021/22,Oceania,Cook Islands,Undergraduate,1
2021/22,Oceania,Fiji,Graduate,12
2021/22,Oceania,Fiji,Non-Degree,3
2021/22,Oceania,Fiji,OPT,3
2021/22,Oceania,Fiji,Undergraduate,67
2021/22,Oceania,French Polynesia,Graduate,0
2021/22,Oceania,French Polynesia,Non-Degree,0
2021/22,Oceania,French Polynesia,OPT,0
2021/22,Oceania,French Polynesia,Undergraduate,39
2021/22,Oceania,Kiribati,Graduate,2
2021/22,Oceania,Kiribati,Non-Degree,0
2021/22,Oceania,Kiribati,OPT,1
2021/22,Oceania,Kiribati,Undergraduate,25
2021/22,Oceania,"Marshall Islands, Republic of the",Graduate,0
2021/22,Oceania,"Marshall Islands, Republic of the",Non-Degree,0
2021/22,Oceania,"Marshall Islands, Republic of the",OPT,0
2021/22,Oceania,"Marshall Islands, Republic of the",Undergraduate,14
2021/22,Oceania,"Micronesia, Federate States of ",Graduate,8
2021/22,Oceania,"Micronesia, Federate States of ",Non-Degree,0
2021/22,Oceania,"Micronesia, Federate States of ",OPT,3
2021/22,Oceania,"Micronesia, Federate States of ",Undergraduate,40
2021/22,Oceania,Nauru,Graduate,0
2021/22,Oceania,Nauru,Non-Degree,0
2021/22,Oceania,Nauru,OPT,3
2021/22,Oceania,Nauru,Undergraduate,0
2021/22,Oceania,New Caledonia,Graduate,1
2021/22,Oceania,New Caledonia,Non-Degree,0
2021/22,Oceania,New Caledonia,OPT,0
2021/22,Oceania,New Caledonia,Undergraduate,1
2021/22,Oceania,New Zealand,Graduate,399
2021/22,Oceania,New Zealand,Non-Degree,8
2021/22,Oceania,New Zealand,OPT,241
2021/22,Oceania,New Zealand,Undergraduate,891
2021/22,Oceania,Niue,Graduate,0
2021/22,Oceania,Niue,Non-Degree,0
2021/22,Oceania,Niue,OPT,0
2021/22,Oceania,Niue,Undergraduate,0
2021/22,Oceania,Norfolk Island,Graduate,0
2021/22,Oceania,Norfolk Island,Non-Degree,0
2021/22,Oceania,Norfolk Island,OPT,0
2021/22,Oceania,Norfolk Island,Undergraduate,0
2021/22,Oceania,Palau,Graduate,7
